project_id,deployment_id,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by,fuzzed
2000262,f5e57f57-c88c-41a1-9ce3-621f5070bf2c,-68.8,-13.4,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002741,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,90d662fd-487c-4aab-8dc1-d9ff1761104c,-68.8,-13.4,2011-10-11 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002740,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,2422228f-94f3-48e3-94b8-c4b05a6402bc,-68.8,-13.4,2011-10-11 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002739,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,3d51b314-5948-4d7e-a8c2-70ac6a30a011,-68.8,-13.4,2011-10-13 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002738,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,70e59909-07c3-4695-9ad5-671f2cff2338,-68.8,-13.4,2011-10-11 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002737,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,db985102-6dec-4cc3-94d1-1242a0eb5f8a,-68.8,-13.4,2011-10-11 00:00:00,2011-11-02 00:00:00,Scent,,None,,2002736,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,b6fbf31e-8918-41de-8c8b-cf85b6131165,-68.8,-13.4,2011-10-11 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002735,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,4ab9b303-c61e-472e-911d-c7146dcfa9dd,-68.8,-13.4,2011-10-07 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002734,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,e3965d68-7aaa-4158-85ea-ed8f2c855068,-68.8,-13.4,2011-10-12 00:00:00,2011-11-15 00:00:00,Scent,,None,,2002733,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,ca7a672a-d3ef-41a8-8b11-c049a4bf0f2e,-68.807734,-13.478198,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002732,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,false
2000262,d2e09df6-1b3c-48f1-b5ed-82674f15d9ab,-68.8,-13.4,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002731,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,7690e819-b692-4510-b5be-5ae6c67b4645,-68.8,-13.4,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002730,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,36d07fa2-8406-4039-aaf1-1ef6131fbc50,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002729,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,3f86380a-3601-4e9f-add3-a219e9067318,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002728,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,d69673a1-709f-4f9e-bf98-b3659b2d3857,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002727,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,fd1d0a51-0387-47e6-b776-b7f7018fb347,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002726,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,03be8d64-a330-4468-8676-6c838efa6788,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002725,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,41e1f99c-ec30-4ead-bd79-4e9ad55a38d4,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002724,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,27ad8fa1-e667-453a-b286-d78e44b07063,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002723,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,9045b04c-99cd-4639-ae39-46530a8cc4c0,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002722,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,72014a1d-28e1-4302-9d2c-3bc909c10b25,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002721,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,ad7c46d4-6c6b-48c3-b4a4-2714086864de,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002720,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,159d5a5f-fc72-4ad2-82ec-3b529cf0f4d3,-68.8,-13.4,2011-10-01 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002719,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,8509275d-e966-4b30-9ea5-cc725f8f02be,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002718,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,ee7017a8-85ac-4468-b6c1-74a2f9f137f6,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002717,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,3b35bf06-c4d8-4d40-9afa-de8ff78ca8a3,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002716,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,a665469e-2857-4d1e-acf2-df88a6f97181,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002715,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,8e57ec46-9350-4f34-9eec-a09756e76950,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002714,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,d70974a4-2292-4f7c-904e-b11fc439ce0b,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002713,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,6525748b-3167-4040-9fa2-7651c97685d6,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002712,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,8074b03d-9280-4efd-b127-eef7bdc746e1,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002711,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,c3525867-9cb6-4b30-ba30-8e2faf67a40d,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002710,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,55dc8fd3-37be-4e5f-bd97-2330ea825d85,-68.8,-13.4,2011-10-08 00:00:00,2011-11-10 00:00:00,Scent,,None,,2002709,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,7b10a538-7e1f-4885-a14a-9a892fcc5c8b,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002708,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,84062b92-b533-4b21-b28f-5bdd6aa3aa94,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002707,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,95d5fc7c-ab79-4ec8-bd33-69bfd685a9c9,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002706,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,6868a8fa-8769-4e63-80bb-4ec35ac392b1,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002705,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,88cbdf65-5724-4f2e-b1d4-520b86963ad5,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002704,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,7b6577b7-0942-4d02-bd7d-aaf39a1e73d5,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002703,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,d38a45e7-6d9e-4679-9bb8-e4e572036945,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002702,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,f66b07ad-da95-4c30-96f5-fc8e73fc3a75,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002701,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,be4346ed-4afc-4c25-a980-306c482e7ff5,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002700,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,43c4f610-a6a5-45b0-b29c-56090cad6b12,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002699,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,9e863843-fffa-4655-8a46-bf1ac879b507,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002698,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,b04ef1d5-7346-4c08-abb9-201f70e0c032,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002697,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,39756991-4427-4ac5-8a74-f2c03c533f21,-68.8,-13.4,2011-10-08 00:00:00,2011-11-09 00:00:00,Scent,,None,,2002696,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,172135c9-f688-498d-acf5-aea5e1464cd0,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002695,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,f7054faf-3518-44f7-9963-8abe182eae6c,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002694,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,d6b8aeb6-4e59-48ab-8bd8-3d5b7b13d81b,-68.8,-13.4,2011-10-09 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002693,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,c55e4b12-cc9b-4167-bc3f-4fe7804bc718,-68.8,-13.4,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002692,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,e035f488-204f-45f2-9598-0f0e2303ac09,-68.8,-13.4,2011-10-10 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002691,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,60de9029-10a7-4eea-bffc-bae8e9d63b93,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002690,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,9cc8ad3c-f7eb-4cf1-a3d3-79930904a4c9,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002689,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,d50759f7-6589-4381-b0a0-986bbe3be780,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002688,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,2b2da115-9b14-4705-8ff4-4960cc840da4,-68.8,-13.4,2011-10-08 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002687,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,eac0733d-476d-470f-b50a-5cb9ad5d102e,-68.8,-13.4,2011-10-12 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002686,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,f68060cf-9b77-41e3-b3b3-a0d80e4fb780,-68.8,-13.4,2011-10-12 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002685,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,499025dc-be0d-4989-a272-64f5f12fbb00,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002684,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,bb8fc1a1-65fc-41a9-a2a2-736c8ecb9474,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002683,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,f773347c-dc0b-40fc-8aff-8438f7ab0f64,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002682,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,dbe981e4-f04d-4267-b4fd-6c6912fed152,-68.8,-13.4,2011-10-12 00:00:00,2011-11-14 00:00:00,Scent,,None,,2002681,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,9a1b565c-c4a3-4b73-a140-5238724352a9,-68.8,-13.4,2011-10-14 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002680,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,dcaf2778-c1ff-498c-a9b0-2cfa73905d6b,-68.8,-13.4,2011-10-14 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002679,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,552e43bc-409d-4319-9b4b-f0405fb61b18,-68.8,-13.4,2011-10-07 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002678,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,dcbec75f-2858-4759-8e25-8dd215b97c92,-68.8,-13.4,2011-10-12 00:00:00,2011-11-12 00:00:00,Scent,,None,,2002677,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
2000262,8ff0de2a-c172-4ede-b694-4ffa1c340463,-68.8,-13.4,2011-10-12 00:00:00,2011-11-13 00:00:00,Scent,,None,,2002676,1,Camera Functioning,Knee height,,Parallel,,,,,,,,,,true
